id,departure city,discount,price,no of items,location,class,segment,sub-class,delivery type,RID,profit,delivery date,address code,departure state,placement date,Profit percent,Discount percent
5953,Houston,0.3,318.43,5,Central,qexty,Corporate,tshirts,Standard Class,3239,-77.333,01-11-2020,77095,Texas,01-11-2020,-24.28571429,0.094212229
5954,Cincinnati,0.7,14.427,3,East,kariox,Consumer,headset,First Class,1036,-10.5798,01-11-2020,45231,Ohio,01-11-2020,-73.33333333,4.852013586
5955,Cincinnati,0.7,2.628,2,East,kariox,Consumer,headset,First Class,1035,-1.9272,01-11-2020,45231,Ohio,01-11-2020,-73.33333333,26.63622527
5956,Cincinnati,0.2,15.696,3,East,kariox,Consumer,phone,First Class,1034,5.1012,01-11-2020,45231,Ohio,01-11-2020,32.5,1.27420999
5957,Columbus,0.5,86.97,3,East,qexty,Home Office,pants,Second Class,293,-48.7032,01-11-2020,43229,Ohio,01-11-2020,-56,0.574910889
5958,Columbus,0.2,255.984,2,East,fynota,Home Office,chocolates,Second Class,292,54.3966,01-11-2020,43229,Ohio,01-11-2020,21.25,0.078129883
5959,Columbus,0.2,18.496,8,East,kariox,Home Office,tablet,Second Class,291,6.2424,01-11-2020,43229,Ohio,01-11-2020,33.75,1.081314879
5960,Columbus,0.2,19.096,7,East,kariox,Home Office,lighting,Second Class,290,6.6836,01-11-2020,43229,Ohio,01-11-2020,35,1.047339757
5961,Houston,0.2,10.368,2,Central,kariox,Consumer,phone,Standard Class,1112,3.6288,01-11-2020,77041,Texas,01-11-2020,35,1.929012346
5962,Edmond,0,14.62,2,Central,kariox,Consumer,tablet,Standard Class,159,6.8714,01-11-2020,73034,Oklahoma,01-11-2020,47,0
5963,Seattle,0,31.96,2,West,qexty,Corporate,shorts,Standard Class,9466,1.598,01-11-2020,98115,Washington,01-11-2020,5,0
5964,Long Beach,0,44.75,5,East,kariox,Consumer,phone,Standard Class,8324,20.585,01-11-2020,11561,New York,01-11-2020,46,0
5965,Long Beach,0,8.74,2,East,kariox,Consumer,battery,Standard Class,8323,2.2724,01-11-2020,11561,New York,01-11-2020,26,0
5966,Jacksonville,0.2,18.48,2,South,kariox,Consumer,television,First Class,6029,6.006,01-11-2020,28540,North Carolina,01-11-2020,32.5,1.082251082
5967,Indianapolis,0,54.96,3,Central,kariox,Corporate,battery,First Class,5236,15.9384,01-11-2020,46203,Indiana,01-11-2020,29,0
5968,Niagara Falls,0.2,17.712,3,East,kariox,Home Office,headset,Standard Class,1476,6.4206,01-11-2020,14304,New York,01-11-2020,36.25,1.129177958
5969,Niagara Falls,0,17.28,6,East,kariox,Home Office,television,Standard Class,1475,5.0112,01-11-2020,14304,New York,01-11-2020,29,0
5970,Houston,0.8,1.192,2,Central,kariox,Consumer,headset,Standard Class,1113,-2.0264,01-11-2020,77041,Texas,01-11-2020,-170,67.11409396
5971,Edmond,0,944.93,7,Central,fynota,Consumer,colddrinks,Standard Class,160,236.2325,01-11-2020,73034,Oklahoma,01-11-2020,25,0
5972,Houston,0.2,122.92,7,Central,fynota,Corporate,colddrinks,Standard Class,3240,46.095,01-11-2020,77095,Texas,01-11-2020,37.5,0.162707452
5973,Gresham,0.2,195.136,4,West,qexty,Consumer,tshirts,Standard Class,3033,-12.196,01-11-2020,97030,Oregon,01-11-2020,-6.25,0.102492621
5974,Columbus,0,9.08,2,Central,kariox,Corporate,phone,Standard Class,4407,4.086,01-11-2020,47201,Indiana,01-11-2020,45,0
5975,Houston,0.2,71.96,5,Central,fynota,Consumer,colddrinks,Standard Class,1111,25.186,01-11-2020,77041,Texas,01-11-2020,35,0.277932185
5976,Los Angeles,0,32.4,5,West,kariox,Corporate,phone,Standard Class,9216,15.552,01-11-2020,90049,California,01-11-2020,48,0
5977,New York City,0.2,113.568,2,East,qexty,Home Office,pants,Same Day,6371,12.7764,01-11-2020,10009,New York,01-11-2020,11.25,0.176105945
5978,New York City,0,12.96,2,East,kariox,Consumer,phone,Standard Class,5983,6.3504,01-11-2020,10035,New York,01-11-2020,49,0
5979,Chicago,0.2,81.576,3,Central,fynota,Consumer,chocolates,Standard Class,5893,2.0394,01-11-2020,60610,Illinois,01-11-2020,2.5,0.245170148
5980,Chicago,0.2,21.568,2,Central,kariox,Consumer,laptop,Standard Class,5892,1.6176,01-11-2020,60610,Illinois,01-11-2020,7.5,0.927299703
5981,Chicago,0.2,38.432,1,Central,kariox,Consumer,phone,Standard Class,5891,13.4512,01-11-2020,60610,Illinois,01-11-2020,35,0.520399667
5982,Columbus,0.2,77.952,3,East,qexty,Consumer,shorts,Standard Class,4826,15.5904,01-11-2020,43229,Ohio,01-11-2020,20,0.256568144
5983,Columbus,0.3,127.554,3,East,qexty,Consumer,tshirts,Standard Class,4825,-9.111,01-11-2020,43229,Ohio,01-11-2020,-7.142857143,0.235194506
5984,Houston,0.6,7.068,3,Central,qexty,Corporate,shorts,Standard Class,3241,-2.8272,01-11-2020,77095,Texas,01-11-2020,-40,8.488964346
5985,Columbus,0.7,30.345,7,East,fynota,Consumer,sweets,Standard Class,4824,-24.276,01-11-2020,43229,Ohio,01-11-2020,-80,2.306805075
5986,Des Moines,0,40.46,7,Central,kariox,Corporate,phone,Second Class,3522,19.8254,01-11-2020,50315,Iowa,01-11-2020,49,0
5987,Montebello,0,27.88,2,West,fynota,Corporate,chocolates,Standard Class,6835,3.9032,01-11-2020,90640,California,01-11-2020,14,0
5988,Orlando,0.2,244.768,4,South,fynota,Corporate,colddrinks,Standard Class,6494,24.4768,01-11-2020,32839,Florida,01-11-2020,10,0.081710027
5989,Orlando,0.2,39.72,5,South,kariox,Corporate,laptop,Standard Class,6493,4.4685,01-11-2020,32839,Florida,01-11-2020,11.25,0.503524673
5990,Orlando,0.2,289.568,2,South,qexty,Corporate,pants,Standard Class,6492,10.8588,01-11-2020,32839,Florida,01-11-2020,3.75,0.069068405
5991,Newark,0,128.4,3,East,kariox,Consumer,headset,Standard Class,5479,62.916,01-11-2020,19711,Delaware,01-11-2020,49,0
5992,Houston,0.2,151.192,1,Central,fynota,Consumer,colddrinks,Standard Class,5366,13.2293,01-11-2020,77041,Texas,01-11-2020,8.75,0.132282131
5993,Columbus,0,4.91,1,Central,kariox,Corporate,headset,Standard Class,4409,2.3077,01-11-2020,47201,Indiana,01-11-2020,47,0
5994,Columbus,0,314.55,3,Central,kariox,Corporate,phone,Standard Class,4408,150.984,01-11-2020,47201,Indiana,01-11-2020,48,0
5995,Des Moines,0,404.94,3,Central,fynota,Corporate,colddrinks,Second Class,3523,109.3338,01-11-2020,50315,Iowa,01-11-2020,27,0
5996,New York City,0,39.88,2,East,qexty,Corporate,shorts,Standard Class,1288,11.1664,01-11-2020,10009,New York,01-11-2020,28,0
5997,The Colony,0.2,67.176,3,Central,fynota,Consumer,colddrinks,First Class,8566,6.7176,01-11-2020,75056,Texas,01-11-2020,10,0.297725378
5998,Houston,0.2,58.368,12,Central,kariox,Consumer,lighting,Standard Class,1109,21.888,01-11-2020,77041,Texas,01-11-2020,37.5,0.342653509
5999,San Diego,0.2,361.376,2,West,fynota,Corporate,colddrinks,Standard Class,4397,27.1032,01-11-2020,92024,California,01-11-2020,7.5,0.055344018
6000,Los Angeles,0.2,38.136,7,West,kariox,Consumer,headset,Second Class,2241,13.3476,01-11-2020,90049,California,01-11-2020,35,0.52443885
6001,Los Angeles,0.2,1016.792,1,West,kariox,Consumer,headset,Second Class,2240,381.297,01-11-2020,90049,California,01-11-2020,37.5,0.019669706
6002,Los Angeles,0,99.39,3,West,fynota,Corporate,chocolates,Standard Class,1911,40.7499,01-11-2020,90008,California,01-11-2020,41,0
6003,New York City,0,23.65,1,East,kariox,Consumer,television,Standard Class,9179,6.149,01-11-2020,10035,New York,01-11-2020,26,0
6004,New York City,0,13.98,2,East,fynota,Consumer,colddrinks,Standard Class,9178,3.9144,01-11-2020,10035,New York,01-11-2020,28,0
6005,Baltimore,0,89.97,3,East,fynota,Consumer,colddrinks,Standard Class,7180,25.1916,01-11-2020,21215,Maryland,01-11-2020,28,0
6006,Newark,0,19.92,4,East,qexty,Consumer,shorts,Standard Class,7129,6.5736,01-11-2020,19711,Delaware,01-11-2020,33,0
6007,Newark,0,16.45,5,East,kariox,Consumer,phone,Standard Class,7128,7.567,01-11-2020,19711,Delaware,01-11-2020,46,0
6008,Burlington,0.4,630.024,4,South,qexty,Corporate,hoodies,Same Day,8411,-199.5076,01-11-2020,27217,North Carolina,01-11-2020,-31.66666667,0.063489645
6009,Los Angeles,0,9.84,3,West,kariox,Consumer,television,First Class,6030,2.8536,01-11-2020,90049,California,01-11-2020,29,0
6010,Philadelphia,0.4,1199.976,4,East,fynota,Consumer,fastfood,Second Class,4813,179.9964,01-11-2020,19134,Pennsylvania,01-11-2020,15,0.033334
6011,Philadelphia,0.3,380.058,3,East,qexty,Consumer,tshirts,Second Class,4812,-21.7176,01-11-2020,19134,Pennsylvania,01-11-2020,-5.714285714,0.07893532
6012,New York City,0,40.44,3,East,kariox,Consumer,laptop,First Class,4532,10.5144,01-11-2020,10009,New York,01-11-2020,26,0
6013,New York City,0.1,408.006,2,East,qexty,Consumer,tshirts,First Class,4531,72.5344,01-11-2020,10009,New York,01-11-2020,17.77777778,0.024509443
6014,Houston,0.8,2.296,2,Central,kariox,Consumer,headset,Standard Class,4530,-3.9032,01-11-2020,77041,Texas,01-11-2020,-170,34.84320557
6015,San Francisco,0,7.38,2,West,kariox,Consumer,tablet,Standard Class,2504,3.4686,01-11-2020,94110,California,01-11-2020,47,0
6016,Atlanta,0,8.26,2,South,kariox,Consumer,headset,Second Class,2266,3.8822,01-11-2020,30318,Georgia,01-11-2020,47,0
6017,Atlanta,0,5.28,1,South,kariox,Consumer,phone,Second Class,2265,2.376,01-11-2020,30318,Georgia,01-11-2020,45,0
6018,New York City,0.2,12.192,4,East,kariox,Corporate,headset,Standard Class,1289,4.1148,01-11-2020,10009,New York,01-11-2020,33.75,1.640419948
6019,Philadelphia,0.2,48.576,3,East,qexty,Consumer,shorts,Second Class,4814,9.7152,01-11-2020,19134,Pennsylvania,01-11-2020,20,0.411725955
6020,Houston,0.2,40.968,3,Central,kariox,Consumer,watch,Standard Class,1110,13.8267,01-11-2020,77041,Texas,01-11-2020,33.75,0.488185901
6021,Carlsbad,0,28.4,5,West,kariox,Consumer,watch,Standard Class,163,13.348,01-11-2020,88220,New Mexico,01-11-2020,47,0
6022,Carlsbad,0.2,10.776,3,West,kariox,Consumer,headset,Standard Class,5115,3.3675,01-11-2020,88220,New Mexico,01-11-2020,31.25,1.855976244
6023,Houston,0.8,10.78,5,Central,kariox,Consumer,headset,Standard Class,1108,-17.248,01-11-2020,77041,Texas,01-11-2020,-160,7.421150278
6024,Houston,0.6,2.328,2,Central,qexty,Consumer,shorts,Standard Class,1107,-0.7566,01-11-2020,77041,Texas,01-11-2020,-32.5,25.77319588
6025,Houston,0.2,100.704,6,Central,kariox,Consumer,laptop,Standard Class,1106,-16.3644,01-11-2020,77041,Texas,01-11-2020,-16.25,0.198601843
6026,New York City,0,68.6,4,East,kariox,Consumer,laptop,Standard Class,683,18.522,01-11-2020,10024,New York,01-11-2020,27,0
6027,New York City,0,64.96,2,East,kariox,Consumer,laptop,Standard Class,682,2.5984,01-11-2020,10024,New York,01-11-2020,4,0
6028,New York City,0.2,14.352,3,East,kariox,Consumer,headset,Standard Class,681,4.6644,01-11-2020,10024,New York,01-11-2020,32.5,1.393534002
6029,Concord,0.2,61.12,5,West,kariox,Consumer,headset,Same Day,9587,22.156,01-11-2020,94521,California,01-11-2020,36.25,0.327225131
6030,San Diego,0,595,5,West,fynota,Consumer,chocolates,Standard Class,8158,95.2,01-11-2020,92105,California,01-11-2020,16,0
6031,Huntsville,0,1319.96,4,South,fynota,Corporate,chocolates,Second Class,5517,527.984,01-11-2020,35810,Alabama,01-11-2020,40,0
6032,Roseville,0.2,8.32,5,West,kariox,Consumer,headset,First Class,6791,2.808,01-11-2020,95661,California,01-11-2020,33.75,2.403846154
6033,Taylor,0,301.96,2,Central,qexty,Consumer,tshirts,Second Class,5163,33.2156,01-11-2020,48180,Michigan,01-11-2020,11,0
6034,Los Angeles,0.2,61.192,1,West,fynota,Home Office,colddrinks,Standard Class,4960,6.1192,01-11-2020,90008,California,01-11-2020,10,0.32684011
6035,Kent,0.2,103.968,6,East,kariox,Corporate,battery,Standard Class,4375,16.8948,01-11-2020,44240,Ohio,01-11-2020,16.25,0.192366882
6036,Pasadena,0.3,255.108,6,Central,qexty,Home Office,tshirts,Standard Class,3951,-18.222,01-11-2020,77506,Texas,01-11-2020,-7.142857143,0.117597253
6037,Pasadena,0.2,19.648,2,Central,kariox,Home Office,phone,Standard Class,3950,6.6312,01-11-2020,77506,Texas,01-11-2020,33.75,1.017915309
6038,Pasadena,0.2,48.848,2,Central,kariox,Home Office,tablet,Standard Class,3949,15.8756,01-11-2020,77506,Texas,01-11-2020,32.5,0.409433344
6039,Pasadena,0.2,6.368,2,Central,kariox,Home Office,television,Standard Class,3948,1.0348,01-11-2020,77506,Texas,01-11-2020,16.25,3.140703518
6040,Oklahoma City,0,1117.92,4,Central,kariox,Home Office,laptop,Standard Class,2511,55.896,01-11-2020,73120,Oklahoma,01-11-2020,5,0
6041,San Francisco,0,49.5,5,West,kariox,Home Office,charger,First Class,8666,13.365,01-11-2020,94122,California,01-11-2020,27,0
6042,The Colony,0.2,15.232,4,Central,kariox,Consumer,phone,First Class,8567,5.5216,01-11-2020,75056,Texas,01-11-2020,36.25,1.31302521
6043,Los Angeles,0,67.84,1,West,kariox,Home Office,battery,Standard Class,4961,18.3168,01-11-2020,90008,California,01-11-2020,27,0
6044,New York City,0,20.82,3,East,kariox,Corporate,television,Standard Class,1290,7.4952,01-11-2020,10009,New York,01-11-2020,36,0
6045,Lancaster,0.2,59.976,3,East,fynota,Consumer,chocolates,Standard Class,7774,11.9952,01-12-2020,43130,Ohio,01-11-2020,20,0.33346672
6046,Houston,0.8,6.216,6,Central,kariox,Consumer,headset,Standard Class,6083,-9.6348,01-11-2020,77095,Texas,01-11-2020,-155,12.87001287
6047,Lincoln Park,0.1,167.292,6,Central,kariox,Corporate,battery,First Class,2212,29.7408,01-12-2020,48146,Michigan,01-11-2020,17.77777778,0.059775721
6048,Scottsdale,0.2,271.992,1,West,fynota,Consumer,colddrinks,Second Class,1932,23.7993,01-11-2020,85254,Arizona,01-11-2020,8.75,0.073531574
6049,Chicago,0.2,62.4,6,Central,fynota,Corporate,chocolates,Second Class,1773,19.5,01-11-2020,60623,Illinois,01-11-2020,31.25,0.320512821
6050,Chicago,0.2,97.984,2,Central,kariox,Corporate,laptop,Second Class,1772,-24.496,01-11-2020,60623,Illinois,01-11-2020,-25,0.204114958
6051,Los Angeles,0,595.38,6,West,qexty,Consumer,shorts,Standard Class,9653,297.69,01-12-2020,90045,California,01-11-2020,50,0
6052,Los Angeles,0,64.96,2,West,kariox,Consumer,battery,Standard Class,9652,19.488,01-12-2020,90045,California,01-11-2020,30,0
6053,Los Angeles,0,37.17,9,West,kariox,Consumer,television,Standard Class,9651,10.4076,01-12-2020,90045,California,01-11-2020,28,0
6054,Los Angeles,0.15,3406.664,8,West,qexty,Consumer,pants,Standard Class,9650,160.3136,01-12-2020,90045,California,01-11-2020,4.705882353,0.004403135
6055,Philadelphia,0.7,78.759,9,East,kariox,Consumer,headset,Second Class,9124,-57.7566,01-11-2020,19120,Pennsylvania,01-11-2020,-73.33333333,0.888787313
6056,Shelton,0,13.36,2,East,kariox,Home Office,phone,First Class,8385,6.4128,01-11-2020,6484,Connecticut,01-11-2020,48,0
6057,Shelton,0,59.97,3,East,fynota,Home Office,chocolates,First Class,8384,14.9925,01-11-2020,6484,Connecticut,01-11-2020,25,0
6058,El Paso,0.2,17.856,4,Central,kariox,Consumer,television,Standard Class,7729,4.2408,01-12-2020,79907,Texas,01-11-2020,23.75,1.120071685
6059,New York City,0.4,313.176,2,East,qexty,Corporate,hoodies,Second Class,5924,-120.0508,01-12-2020,10011,New York,01-11-2020,-38.33333333,0.127723708
6060,Miami,0.7,3.744,4,South,kariox,Home Office,headset,First Class,5274,-2.6208,01-11-2020,33142,Florida,01-11-2020,-70,18.6965812
6061,Philadelphia,0.4,494.982,3,East,fynota,Consumer,colddrinks,Standard Class,2242,-115.4958,01-12-2020,19134,Pennsylvania,01-11-2020,-23.33333333,0.080811019
6062,Seattle,0.2,7.312,2,West,kariox,Corporate,headset,Standard Class,2073,2.5592,01-12-2020,98105,Washington,01-11-2020,35,2.735229759
6063,Mobile,0,3040,8,South,fynota,Corporate,sweets,First Class,1455,1459.2,01-11-2020,36608,Alabama,01-11-2020,48,0
6064,Mobile,0,33.75,5,South,kariox,Corporate,headset,First Class,1454,16.875,01-11-2020,36608,Alabama,01-11-2020,50,0
6065,Mobile,0,91.68,3,South,kariox,Corporate,headset,First Class,1453,45.84,01-11-2020,36608,Alabama,01-11-2020,50,0
6066,Overland Park,0,34.95,5,Central,fynota,Corporate,chocolates,First Class,3476,15.378,01-12-2020,66212,Kansas,01-11-2020,44,0
6067,Overland Park,0,152,5,Central,kariox,Corporate,headset,First Class,3477,69.92,01-12-2020,66212,Kansas,01-11-2020,46,0
6068,Westfield,0,31.56,3,East,qexty,Corporate,shorts,Standard Class,5902,10.4148,01-12-2020,7090,New Jersey,01-11-2020,33,0
6069,Fort Lauderdale,0.2,116.76,1,South,fynota,Consumer,colddrinks,Standard Class,7201,14.595,01-12-2020,33311,Florida,01-11-2020,12.5,0.171291538
6070,Atlanta,0,499.98,2,South,fynota,Consumer,chocolates,Second Class,2264,114.9954,01-11-2020,30318,Georgia,01-11-2020,23,0
6071,Aurora,0.6,242.176,4,Central,qexty,Home Office,shorts,Second Class,7879,-302.72,01-12-2020,60505,Illinois,01-11-2020,-125,0.2477537
6072,Dallas,0.2,58.416,2,Central,fynota,Corporate,chocolates,Second Class,3612,16.7946,01-12-2020,75217,Texas,01-11-2020,28.75,0.342371953
6073,Philadelphia,0.3,347.802,7,East,qexty,Corporate,tshirts,Standard Class,7368,-24.843,01-12-2020,19140,Pennsylvania,01-11-2020,-7.142857143,0.086255973
6074,Philadelphia,0.2,32.544,2,East,kariox,Corporate,laptop,Standard Class,7367,-7.7292,01-12-2020,19140,Pennsylvania,01-11-2020,-23.75,0.614552606
6075,Philadelphia,0.7,6.888,2,East,kariox,Corporate,headset,Standard Class,7366,-5.0512,01-12-2020,19140,Pennsylvania,01-11-2020,-73.33333333,10.16260163
6076,Philadelphia,0.2,12.672,8,East,kariox,Corporate,lighting,Standard Class,7365,2.6928,01-12-2020,19140,Pennsylvania,01-11-2020,21.25,1.578282828
6077,Philadelphia,0.4,340.182,3,East,fynota,Corporate,colddrinks,Standard Class,7364,-73.7061,01-12-2020,19140,Pennsylvania,01-11-2020,-21.66666667,0.117584117
6078,Marietta,0,1263.3,6,South,kariox,Corporate,laptop,Second Class,4890,315.825,01-12-2020,30062,Georgia,01-11-2020,25,0
6079,Mobile,0,70.98,7,South,kariox,Corporate,phone,First Class,1452,34.7802,01-11-2020,36608,Alabama,01-11-2020,49,0
6080,Marietta,0,1126.02,3,South,kariox,Corporate,laptop,Second Class,4889,56.301,01-12-2020,30062,Georgia,01-11-2020,5,0
6081,Marietta,0,182.67,3,South,qexty,Corporate,tshirts,Second Class,4887,52.9743,01-12-2020,30062,Georgia,01-11-2020,29,0
6082,Palm Coast,0.7,7.434,6,South,kariox,Corporate,headset,Standard Class,2850,-5.6994,01-12-2020,32137,Florida,01-11-2020,-76.66666667,9.416195857
6083,Fairfield,0,7.16,2,East,kariox,Consumer,headset,Standard Class,186,3.4368,01-12-2020,6824,Connecticut,01-11-2020,48,0
6084,East Orange,0,79.95,5,East,kariox,Consumer,headset,First Class,9815,38.376,01-12-2020,7017,New Jersey,01-11-2020,48,0
6085,East Orange,0,204.95,5,East,kariox,Consumer,phone,First Class,9814,100.4255,01-12-2020,7017,New Jersey,01-11-2020,49,0
6086,East Orange,0,34.65,3,East,kariox,Consumer,television,First Class,9813,9.702,01-12-2020,7017,New Jersey,01-11-2020,28,0
6087,East Orange,0,25.92,4,East,kariox,Consumer,phone,First Class,9812,12.4416,01-12-2020,7017,New Jersey,01-11-2020,48,0
6088,Phoenix,0.2,39.808,4,West,kariox,Consumer,laptop,Standard Class,8623,3.9808,01-12-2020,85023,Arizona,01-11-2020,10,0.502411576
6089,Fort Lauderdale,0.45,331.023,7,South,qexty,Consumer,hoodies,Standard Class,7202,-114.3534,01-12-2020,33311,Florida,01-11-2020,-34.54545455,0.135942215
6090,Marietta,0,101.7,6,South,fynota,Corporate,chocolates,Second Class,4888,6.102,01-12-2020,30062,Georgia,01-11-2020,6,0
6091,Detroit,0,49.44,3,Central,kariox,Consumer,headset,Standard Class,2774,24.2256,01-11-2020,48205,Michigan,01-11-2020,49,0
6092,Los Angeles,0.2,194.352,3,West,qexty,Consumer,tshirts,Standard Class,8647,19.4352,01-11-2020,90032,California,01-11-2020,10,0.102906067
6093,Lancaster,0.7,4499.985,5,East,fynota,Consumer,sweets,Standard Class,7773,-6599.978,01-12-2020,43130,Ohio,01-11-2020,-146.6666667,0.015555607
6094,Dallas,0.2,94.992,2,Central,fynota,Consumer,chocolates,Second Class,1667,-2.3748,01-11-2020,75217,Texas,01-11-2020,-2.5,0.210544046
6095,Dallas,0.2,4.344,3,Central,kariox,Consumer,lighting,Second Class,1666,0.8688,01-11-2020,75217,Texas,01-11-2020,20,4.604051565
6096,Dallas,0.2,297.576,3,Central,fynota,Consumer,chocolates,Second Class,1665,-7.4394,01-11-2020,75217,Texas,01-11-2020,-2.5,0.067209721
6097,Dallas,0.2,41.92,5,Central,kariox,Consumer,laptop,Second Class,1664,3.668,01-11-2020,75217,Texas,01-11-2020,8.75,0.477099237
6098,Los Angeles,0,9.94,2,West,qexty,Home Office,shorts,Standard Class,1504,3.0814,01-12-2020,90045,California,01-11-2020,31,0
6099,Los Angeles,0.2,33.52,2,West,fynota,Home Office,colddrinks,Standard Class,1503,3.352,01-12-2020,90045,California,01-11-2020,10,0.596658711
6100,New York City,0,6.48,1,East,kariox,Consumer,phone,First Class,1400,3.1104,01-11-2020,10035,New York,01-11-2020,48,0
6101,New York City,0,88.4,4,East,fynota,Consumer,chocolates,First Class,1399,11.492,01-11-2020,10035,New York,01-11-2020,13,0
6102,New York City,0,11.56,2,East,kariox,Consumer,phone,First Class,1398,5.6644,01-11-2020,10035,New York,01-11-2020,49,0
6103,New York City,0.2,17.216,4,East,kariox,Consumer,headset,First Class,1397,6.0256,01-11-2020,10035,New York,01-11-2020,35,1.161710037
6104,Philadelphia,0.2,4.416,3,East,kariox,Home Office,lighting,Standard Class,1060,1.6008,01-12-2020,19143,Pennsylvania,01-11-2020,36.25,4.528985507
6105,Philadelphia,0.2,70.448,7,East,qexty,Corporate,shorts,Same Day,2921,12.3284,01-11-2020,19140,Pennsylvania,01-11-2020,17.5,0.283897343
6106,Philadelphia,0.2,14.368,2,East,qexty,Corporate,shorts,Same Day,2920,3.9512,01-11-2020,19140,Pennsylvania,01-11-2020,27.5,1.391982183
6107,Philadelphia,0.2,15.8,5,East,kariox,Corporate,lighting,Same Day,2919,2.37,01-11-2020,19140,Pennsylvania,01-11-2020,15,1.265822785
6108,New York City,0.2,134.272,8,East,kariox,Home Office,headset,Standard Class,8080,46.9952,01-11-2020,10009,New York,01-11-2020,35,0.148951382
6109,Houston,0.8,4.488,6,Central,kariox,Consumer,headset,Standard Class,6087,-6.732,01-11-2020,77095,Texas,01-11-2020,-150,17.82531194
6110,Houston,0.2,2.088,1,Central,kariox,Consumer,tablet,Standard Class,6086,0.6786,01-11-2020,77095,Texas,01-11-2020,32.5,9.578544061
6111,Houston,0.2,24.032,2,Central,fynota,Consumer,chocolates,Standard Class,6085,-0.6008,01-11-2020,77095,Texas,01-11-2020,-2.5,0.832223702
6112,Houston,0.2,23.616,9,Central,kariox,Consumer,television,Standard Class,6084,2.6568,01-11-2020,77095,Texas,01-11-2020,11.25,0.846883469
6113,Dallas,0.2,74.352,3,Central,kariox,Consumer,phone,Second Class,1668,23.235,01-11-2020,75217,Texas,01-11-2020,31.25,0.268990747
6114,Dallas,0.2,14.04,3,Central,kariox,Consumer,television,Second Class,1669,1.5795,01-11-2020,75217,Texas,01-11-2020,11.25,1.424501425
6115,Medford,0.2,24.784,1,West,kariox,Consumer,phone,Standard Class,1894,7.745,01-11-2020,97504,Oregon,01-11-2020,31.25,0.80697224
6116,Dallas,0.2,657.552,6,Central,fynota,Consumer,colddrinks,Standard Class,3525,49.3164,01-11-2020,75081,Texas,01-11-2020,7.5,0.030415845
6117,Lancaster,0.7,456.588,2,East,kariox,Consumer,headset,Standard Class,7772,-304.392,01-12-2020,43130,Ohio,01-11-2020,-66.66666667,0.153311081
6118,Jackson,0,160,8,Central,fynota,Corporate,chocolates,Standard Class,7689,62.4,01-11-2020,49201,Michigan,01-11-2020,39,0
6119,Jackson,0,17.3,1,Central,kariox,Corporate,headset,Standard Class,7688,8.304,01-11-2020,49201,Michigan,01-11-2020,48,0
6120,Jackson,0,1568.61,9,Central,qexty,Corporate,hoodies,Standard Class,7687,329.4081,01-11-2020,49201,Michigan,01-11-2020,21,0
6121,Jonesboro,0,59.98,2,South,fynota,Consumer,colddrinks,First Class,6978,17.994,01-11-2020,72401,Arkansas,01-11-2020,30,0
6122,Plainfield,0,319.92,8,East,fynota,Corporate,sweets,Standard Class,6575,118.3704,01-12-2020,7060,New Jersey,01-11-2020,37,0
6123,Plainfield,0,563.4,4,East,kariox,Corporate,laptop,Standard Class,6574,67.608,01-12-2020,7060,New Jersey,01-11-2020,12,0
6124,Jacksonville,0.2,5.08,1,South,kariox,Home Office,phone,Standard Class,3464,1.651,01-12-2020,32216,Florida,01-11-2020,32.5,3.937007874
6125,Hialeah,0.2,42.384,2,South,kariox,Home Office,battery,Standard Class,9772,4.2384,01-12-2020,33012,Florida,01-11-2020,10,0.47187618
6126,Huntsville,0,73.36,7,South,kariox,Consumer,laptop,Standard Class,8343,19.8072,01-12-2020,35810,Alabama,01-11-2020,27,0
6127,Hialeah,0.2,10.528,4,South,kariox,Home Office,phone,Standard Class,9771,3.4216,01-12-2020,33012,Florida,01-11-2020,32.5,1.899696049
6128,Seattle,0,82.26,3,West,qexty,Home Office,shorts,Standard Class,8373,33.7266,01-12-2020,98105,Washington,01-11-2020,41,0
6129,Bellevue,0,25.35,3,West,kariox,Home Office,charger,Standard Class,6244,7.605,01-11-2020,98006,Washington,01-11-2020,30,0
6130,Cleveland,0.2,139.96,5,East,fynota,Home Office,chocolates,First Class,5702,-22.7435,01-11-2020,44105,Ohio,01-11-2020,-16.25,0.142897971
6131,Cleveland,0.2,40.752,3,East,kariox,Home Office,watch,First Class,5701,15.282,01-11-2020,44105,Ohio,01-11-2020,37.5,0.490773459
6132,Baltimore,0,207.76,4,East,qexty,Corporate,shorts,Second Class,4272,85.1816,01-11-2020,21215,Maryland,01-11-2020,41,0
6133,Seattle,0.2,1219.96,5,West,kariox,Consumer,headset,First Class,4116,381.2375,01-11-2020,98105,Washington,01-11-2020,31.25,0.01639398
6134,Los Angeles,0,559.92,8,West,fynota,Corporate,chocolates,Standard Class,3893,190.3728,01-12-2020,90036,California,01-11-2020,34,0
6135,Los Angeles,0.2,1684.752,6,West,qexty,Corporate,tshirts,Standard Class,3892,210.594,01-12-2020,90036,California,01-11-2020,12.5,0.011871183
6136,Los Angeles,0,659.9,2,West,fynota,Corporate,chocolates,Standard Class,3891,217.767,01-12-2020,90036,California,01-11-2020,33,0
6137,Hialeah,0.2,339.92,5,South,qexty,Home Office,pants,Standard Class,9770,8.498,01-12-2020,33012,Florida,01-11-2020,2.5,0.058837373
